delivery_id,ship_date,region,carrier,route_type,distance_miles,promised_days,actual_days,late_delivery,delay_days
80407,2025-01-31,Northeast,FedEx,Suburban,197.8,2,2,0,0
80408,2025-08-01,West,UPS,Suburban,727.2,1,1,0,0
80409,2025-09-29,Northeast,UPS,Suburban,494.0,3,3,0,0
80410,2025-03-19,South,UPS,Suburban,535.6,5,6,1,1
80411,2025-10-06,South,FedEx,Urban,91.9,1,1,0,0
80412,2025-02-10,Midwest,FedEx,Urban,57.3,3,2,0,0
80413,2025-05-26,Northeast,FedEx,Suburban,774.8,5,6,1,1
80414,2025-01-12,Northeast,USPS,Urban,272.9,3,4,1,1
80415,2025-09-05,South,UPS,Urban,676.3,3,3,0,0
80416,2025-08-17,Midwest,UPS,Urban,565.1,1,1,0,0
80417,2025-11-27,West,USPS,Urban,485.3,2,1,0,0
80418,2025-06-28,West,DHL,Suburban,549.7,2,2,0,0
80419,2025-12-07,Midwest,USPS,Suburban,76.1,5,6,1,1
80420,2025-06-09,Midwest,USPS,Suburban,332.9,3,2,0,0
80421,2025-08-09,West,FedEx,Urban,487.6,5,6,1,1
80422,2025-11-23,South,DHL,Urban,694.7,2,3,1,1
80423,2025-06-13,Northeast,USPS,Suburban,573.2,3,3,0,0
80424,2025-06-17,West,DHL,Rural,206.0,3,4,1,1
80425,2025-08-07,Midwest,DHL,Rural,788.0,3,4,1,1
80426,2025-03-11,Midwest,FedEx,Suburban,516.2,5,6,1,1
80427,2025-09-17,Northeast,DHL,Suburban,403.5,2,3,1,1
80428,2025-03-04,Midwest,FedEx,Suburban,626.2,1,2,1,1
80429,2025-09-03,South,UPS,Urban,484.1,2,2,0,0
80430,2025-02-19,Midwest,USPS,Suburban,569.4,1,1,0,0
80431,2025-10-13,Northeast,FedEx,Urban,495.6,1,2,1,1
80432,2025-08-22,West,FedEx,Urban,147.2,2,1,0,0
80433,2025-01-16,South,USPS,Suburban,437.0,2,1,0,0
80434,2025-01-04,Midwest,FedEx,Rural,230.1,3,7,1,4
80435,2025-10-09,Northeast,DHL,Urban,458.4,3,4,1,1
80436,2025-06-06,West,FedEx,Suburban,104.8,2,2,0,0
80437,2025-08-08,West,FedEx,Urban,189.4,2,2,0,0
80438,2025-12-14,Northeast,DHL,Urban,647.9,3,2,0,0
80439,2025-12-30,West,USPS,Suburban,327.2,2,2,0,0
80440,2025-02-20,West,FedEx,Rural,540.7,1,2,1,1
80441,2025-02-11,West,UPS,Urban,400.8,3,4,1,1
80442,2025-05-15,West,USPS,Suburban,275.9,2,1,0,0
80443,2025-10-01,Northeast,UPS,Urban,398.7,2,1,0,0
80444,2025-09-16,Northeast,UPS,Rural,651.9,2,3,1,1
80445,2025-07-10,Midwest,UPS,Suburban,228.9,2,3,1,1
80446,2025-09-13,Midwest,FedEx,Suburban,340.0,3,4,1,1
80447,2025-08-24,South,DHL,Rural,166.1,2,5,1,3
80448,2025-10-03,West,FedEx,Urban,284.2,3,3,0,0
80449,2025-12-20,West,UPS,Urban,708.7,2,3,1,1
80450,2025-03-14,South,UPS,Suburban,629.6,3,2,0,0
80451,2025-03-15,Northeast,DHL,Suburban,302.0,5,3,0,0
80452,2025-05-03,Northeast,USPS,Suburban,110.3,1,1,0,0
80453,2025-03-11,South,UPS,Urban,338.9,1,1,0,0
80454,2025-03-20,Midwest,FedEx,Suburban,618.5,1,4,1,3
80455,2025-09-05,Midwest,UPS,Suburban,39.8,1,1,0,0
80456,2025-07-06,West,UPS,Urban,597.5,2,3,1,1
80457,2025-05-21,Midwest,USPS,Suburban,545.5,3,3,0,0
80458,2025-10-25,Northeast,DHL,Urban,56.4,5,6,1,1
80459,2025-02-13,South,UPS,Rural,510.3,2,3,1,1
80460,2025-09-04,South,USPS,Urban,242.4,3,2,0,0
80461,2025-12-02,South,USPS,Urban,145.9,3,5,1,2
80462,2025-08-14,Midwest,UPS,Urban,311.0,2,3,1,1
80463,2025-03-08,South,UPS,Urban,168.3,3,3,0,0
80464,2025-10-03,South,DHL,Suburban,660.5,3,4,1,1
80465,2025-09-10,Midwest,FedEx,Rural,594.9,3,4,1,1
80466,2025-10-30,Northeast,FedEx,Suburban,784.7,2,1,0,0
80467,2025-10-07,West,DHL,Urban,429.6,2,3,1,1
80468,2025-06-28,Northeast,USPS,Urban,75.9,3,6,1,3
80469,2025-10-06,Midwest,USPS,Urban,297.4,1,2,1,1
80470,2025-05-09,South,DHL,Suburban,671.7,3,4,1,1
80471,2025-04-25,West,FedEx,Urban,320.5,1,2,1,1
80472,2025-11-18,Northeast,USPS,Suburban,367.3,2,2,0,0
80473,2025-10-01,West,FedEx,Urban,332.5,2,1,0,0
80474,2025-07-21,Northeast,USPS,Suburban,192.1,1,1,0,0
80475,2025-04-27,Northeast,FedEx,Suburban,63.2,2,2,0,0
80476,2025-02-04,Midwest,DHL,Urban,148.5,5,6,1,1
80477,2025-04-16,Northeast,FedEx,Rural,294.3,1,4,1,3
80478,2025-09-06,South,USPS,Urban,200.1,1,1,0,0
80479,2025-06-01,Midwest,USPS,Suburban,460.3,3,4,1,1
80480,2025-05-21,West,USPS,Rural,493.1,2,1,0,0
80481,2025-10-22,Midwest,UPS,Urban,458.2,2,2,0,0
80482,2025-06-11,Northeast,UPS,Urban,72.5,2,2,0,0
80483,2025-05-27,West,USPS,Suburban,535.2,2,4,1,2
80484,2025-09-13,South,DHL,Urban,310.7,2,2,0,0
80485,2025-04-01,Midwest,USPS,Suburban,703.1,3,3,0,0
80486,2025-08-06,Northeast,DHL,Rural,422.9,1,3,1,2
80487,2025-05-19,West,USPS,Suburban,72.2,5,5,0,0
80488,2025-06-26,South,USPS,Suburban,12.3,1,1,0,0
80489,2025-10-18,South,DHL,Suburban,563.5,3,2,0,0
80490,2025-12-06,Midwest,FedEx,Rural,323.4,3,5,1,2
80491,2025-03-17,West,UPS,Suburban,234.0,2,1,0,0
80492,2025-02-26,Northeast,USPS,Rural,360.5,1,3,1,2
80493,2025-01-28,West,DHL,Suburban,62.6,5,4,0,0
80494,2025-11-18,South,DHL,Urban,316.6,3,3,0,0
80495,2025-11-17,West,UPS,Urban,255.2,2,1,0,0
80496,2025-05-30,Midwest,UPS,Rural,641.2,1,2,1,1
80497,2025-11-03,West,FedEx,Urban,144.0,5,7,1,2
80498,2025-12-13,West,USPS,Suburban,606.3,2,2,0,0
80499,2025-07-18,Midwest,UPS,Suburban,402.8,2,1,0,0
80500,2025-06-13,West,FedEx,Rural,70.1,5,6,1,1
80501,2025-07-01,Midwest,USPS,Suburban,775.9,2,2,0,0
80502,2025-08-28,Midwest,USPS,Suburban,588.7,2,3,1,1
80503,2025-08-30,Midwest,DHL,Rural,211.8,3,3,0,0
80504,2025-03-07,South,UPS,Rural,467.5,3,4,1,1
80505,2025-06-20,West,FedEx,Urban,720.4,1,3,1,2
80506,2025-05-13,Midwest,FedEx,Rural,745.0,5,5,0,0
80507,2025-03-22,Northeast,DHL,Urban,586.3,5,6,1,1
80508,2025-06-14,Northeast,FedEx,Suburban,583.5,2,1,0,0
80509,2025-03-04,South,FedEx,Urban,225.5,2,4,1,2
80510,2025-12-21,Midwest,USPS,Suburban,791.9,5,7,1,2
80511,2025-02-20,Midwest,UPS,Rural,198.6,2,2,0,0
80512,2025-03-13,South,DHL,Suburban,76.1,2,3,1,1
80513,2025-02-12,West,UPS,Suburban,782.0,3,4,1,1
80514,2025-11-19,Midwest,FedEx,Urban,126.5,3,4,1,1
80515,2025-11-17,Midwest,FedEx,Rural,419.7,3,4,1,1
80516,2025-11-14,Northeast,FedEx,Urban,377.3,3,3,0,0
80517,2025-08-04,Midwest,UPS,Urban,679.3,2,1,0,0
80518,2025-07-10,South,DHL,Suburban,320.3,3,3,0,0
80519,2025-06-07,Northeast,DHL,Urban,404.2,1,2,1,1
80520,2025-03-31,South,USPS,Suburban,39.8,2,4,1,2
80521,2025-04-14,South,DHL,Urban,170.2,2,3,1,1
80522,2025-02-20,Midwest,USPS,Urban,667.2,2,1,0,0
80523,2025-09-11,West,FedEx,Rural,385.3,2,2,0,0
80524,2025-04-17,Midwest,DHL,Rural,188.6,2,2,0,0
80525,2025-10-21,West,USPS,Rural,298.3,3,2,0,0
80526,2025-08-24,Northeast,USPS,Suburban,231.7,2,1,0,0
80527,2025-11-19,South,UPS,Urban,447.2,2,1,0,0
80528,2025-11-29,South,FedEx,Suburban,45.9,2,3,1,1
80529,2025-12-22,Midwest,DHL,Suburban,183.9,5,4,0,0
80530,2025-04-15,West,DHL,Urban,287.2,3,4,1,1
80531,2025-09-12,South,DHL,Urban,742.9,1,1,0,0
80532,2025-10-31,South,USPS,Urban,500.5,5,7,1,2
80533,2025-01-20,West,DHL,Urban,405.9,1,1,0,0
80534,2025-12-25,South,DHL,Urban,156.7,3,3,0,0
80535,2025-03-13,South,DHL,Urban,448.5,3,3,0,0
80536,2025-04-27,South,FedEx,Rural,743.6,1,1,0,0
80537,2025-05-10,West,FedEx,Urban,455.2,2,2,0,0
80538,2025-04-30,West,USPS,Suburban,136.0,3,4,1,1
80539,2025-08-01,Northeast,UPS,Suburban,797.7,2,2,0,0
80540,2025-08-17,South,DHL,Rural,401.6,2,2,0,0
80541,2025-07-02,South,DHL,Suburban,259.0,3,4,1,1
80542,2025-05-14,Northeast,USPS,Urban,405.2,1,1,0,0
80543,2025-12-05,West,DHL,Urban,214.6,3,2,0,0
80544,2025-08-19,West,UPS,Suburban,29.1,1,1,0,0
80545,2025-12-30,Midwest,USPS,Urban,712.2,2,3,1,1
80546,2025-12-06,West,FedEx,Urban,346.0,3,2,0,0
80547,2025-09-03,Midwest,UPS,Urban,603.5,5,6,1,1
80548,2025-09-09,Northeast,DHL,Urban,777.1,3,1,0,0
80549,2025-08-13,West,UPS,Urban,507.9,2,3,1,1
80550,2025-06-06,Northeast,FedEx,Urban,554.8,5,7,1,2
80551,2025-04-29,Midwest,USPS,Urban,754.9,2,3,1,1
80552,2025-04-04,South,UPS,Rural,415.7,2,3,1,1
80553,2025-08-16,South,USPS,Rural,259.3,5,5,0,0
80554,2025-12-31,Northeast,USPS,Urban,737.5,1,1,0,0
80555,2025-07-05,South,DHL,Urban,59.9,3,2,0,0
80556,2025-11-30,Northeast,DHL,Rural,175.6,5,5,0,0
80557,2025-07-04,Midwest,USPS,Suburban,276.3,1,2,1,1
80558,2025-10-07,South,FedEx,Rural,626.8,2,3,1,1
80559,2025-08-18,Midwest,USPS,Urban,723.6,1,2,1,1
80560,2025-09-22,West,FedEx,Suburban,364.2,5,9,1,4
80561,2025-06-07,South,UPS,Rural,232.5,3,6,1,3
80562,2025-12-18,South,USPS,Suburban,285.8,2,2,0,0
80563,2025-03-18,South,UPS,Suburban,527.0,2,2,0,0
80564,2025-03-23,Northeast,USPS,Suburban,130.6,2,3,1,1
80565,2025-06-30,West,UPS,Rural,440.2,3,5,1,2
80566,2025-12-08,West,FedEx,Rural,472.8,2,4,1,2
80567,2025-07-15,West,UPS,Urban,567.7,2,4,1,2
80568,2025-03-01,Midwest,UPS,Urban,485.1,3,2,0,0
80569,2025-05-31,West,DHL,Urban,82.1,1,2,1,1
80570,2025-03-02,Northeast,USPS,Rural,552.6,3,4,1,1
80571,2025-05-15,Northeast,USPS,Urban,22.3,2,3,1,1
80572,2025-11-27,Midwest,USPS,Urban,315.3,3,3,0,0
80573,2025-02-08,Midwest,USPS,Rural,336.6,2,3,1,1
80574,2025-09-10,West,DHL,Suburban,97.7,3,1,0,0
80575,2025-04-16,West,FedEx,Rural,12.8,5,6,1,1
80576,2025-08-21,Northeast,UPS,Suburban,61.6,3,5,1,2
80577,2025-12-20,Northeast,UPS,Urban,359.8,3,3,0,0
80578,2025-06-19,West,FedEx,Urban,196.1,3,3,0,0
80579,2025-08-05,Northeast,UPS,Urban,59.8,2,4,1,2
80580,2025-12-14,Midwest,DHL,Urban,208.8,2,3,1,1
80581,2025-01-14,Northeast,USPS,Suburban,425.4,3,2,0,0
80582,2025-01-16,West,USPS,Urban,595.0,3,3,0,0
80583,2025-08-07,Midwest,DHL,Urban,332.5,2,3,1,1
80584,2025-06-18,Northeast,USPS,Suburban,492.5,2,4,1,2
80585,2025-01-14,Midwest,UPS,Rural,479.4,2,4,1,2
80586,2025-08-31,West,FedEx,Rural,717.6,2,3,1,1
80587,2025-11-15,Northeast,FedEx,Suburban,147.6,5,6,1,1
80588,2025-01-08,West,UPS,Urban,383.8,3,3,0,0
80589,2025-10-10,South,FedEx,Rural,507.3,2,2,0,0
80590,2025-04-21,West,FedEx,Suburban,418.2,1,3,1,2
80591,2025-02-09,South,USPS,Rural,363.0,1,3,1,2
80592,2025-03-09,Midwest,UPS,Suburban,778.9,2,3,1,1
80593,2025-05-03,Midwest,DHL,Urban,753.9,1,1,0,0
80594,2025-11-13,South,FedEx,Rural,491.1,5,6,1,1
80595,2025-06-15,Midwest,UPS,Suburban,354.5,2,2,0,0
80596,2025-07-22,Midwest,DHL,Urban,605.5,2,3,1,1
80597,2025-05-08,West,DHL,Suburban,412.8,2,2,0,0
80598,2025-12-30,South,USPS,Urban,796.5,3,3,0,0
80599,2025-06-01,Northeast,USPS,Suburban,550.3,3,4,1,1
80600,2025-05-26,Midwest,FedEx,Suburban,59.2,2,2,0,0
80601,2025-02-18,Midwest,UPS,Urban,324.5,2,3,1,1
80602,2025-01-03,Northeast,UPS,Rural,585.6,5,6,1,1
80603,2025-09-08,West,USPS,Suburban,674.7,2,2,0,0
80604,2025-03-18,West,USPS,Urban,651.6,3,3,0,0
80605,2025-08-08,West,USPS,Urban,781.9,2,1,0,0
80606,2025-12-14,Northeast,FedEx,Rural,393.9,3,3,0,0
80607,2025-08-16,West,UPS,Urban,116.4,2,4,1,2
80608,2025-04-28,Midwest,FedEx,Rural,523.5,5,7,1,2
80609,2025-09-24,West,UPS,Urban,61.2,3,3,0,0
80610,2025-08-23,Midwest,USPS,Urban,779.0,2,2,0,0
80611,2025-06-17,Northeast,FedEx,Suburban,608.0,2,1,0,0
80612,2025-09-17,West,DHL,Suburban,785.8,1,2,1,1
80613,2025-07-12,West,FedEx,Urban,304.9,5,6,1,1
80614,2025-07-03,Midwest,FedEx,Rural,17.6,1,3,1,2
80615,2025-01-10,Northeast,DHL,Urban,419.4,1,1,0,0
80616,2025-12-03,West,DHL,Rural,101.3,2,4,1,2
80617,2025-11-23,Northeast,USPS,Suburban,545.3,3,2,0,0
80618,2025-12-25,Midwest,DHL,Urban,400.6,2,2,0,0
80619,2025-05-21,Midwest,DHL,Suburban,604.0,3,3,0,0
80620,2025-01-22,West,FedEx,Rural,236.4,5,7,1,2
80621,2025-11-08,Northeast,FedEx,Suburban,664.2,3,3,0,0
80622,2025-07-12,Midwest,USPS,Suburban,522.4,2,1,0,0
80623,2025-04-02,Northeast,DHL,Urban,790.2,1,1,0,0
80624,2025-04-07,South,UPS,Suburban,147.0,2,5,1,3
80625,2025-05-21,South,FedEx,Rural,45.7,2,2,0,0
80626,2025-09-14,West,USPS,Suburban,681.6,2,4,1,2
80627,2025-02-07,Northeast,FedEx,Suburban,274.1,2,2,0,0
80628,2025-09-04,Northeast,FedEx,Urban,347.8,2,2,0,0
80629,2025-09-13,Midwest,UPS,Rural,740.9,2,2,0,0
80630,2025-10-25,Northeast,USPS,Urban,355.4,3,4,1,1
80631,2025-03-26,Northeast,UPS,Suburban,241.9,2,4,1,2
80632,2025-02-06,Midwest,UPS,Urban,52.3,5,7,1,2
80633,2025-07-04,West,USPS,Suburban,357.1,2,3,1,1
80634,2025-04-08,Midwest,DHL,Suburban,525.7,2,2,0,0
80635,2025-11-14,South,UPS,Suburban,219.0,2,4,1,2
80636,2025-01-30,Northeast,DHL,Rural,575.6,3,4,1,1
80637,2025-07-10,Northeast,FedEx,Urban,385.2,2,2,0,0
80638,2025-12-04,West,USPS,Urban,687.2,2,3,1,1
80639,2025-10-06,South,USPS,Rural,133.6,2,2,0,0
80640,2025-07-20,Northeast,FedEx,Urban,606.9,2,2,0,0
80641,2025-11-18,Midwest,FedEx,Suburban,746.4,5,6,1,1
80642,2025-07-08,Northeast,FedEx,Rural,594.4,1,5,1,4
80643,2025-09-15,West,UPS,Rural,327.7,3,5,1,2
80644,2025-06-04,Midwest,UPS,Urban,188.2,3,5,1,2
80645,2025-11-15,Northeast,UPS,Suburban,83.2,2,2,0,0
80646,2025-08-16,West,UPS,Suburban,515.7,5,6,1,1
80647,2025-01-05,South,UPS,Urban,118.6,2,1,0,0
80648,2025-05-09,Midwest,DHL,Urban,671.5,2,1,0,0
80649,2025-03-15,Midwest,DHL,Rural,768.8,2,3,1,1
80650,2025-12-31,South,UPS,Urban,113.0,3,4,1,1
80651,2025-01-24,Midwest,USPS,Suburban,304.0,5,6,1,1
80652,2025-11-11,West,USPS,Suburban,750.1,3,3,0,0
80653,2025-10-06,South,DHL,Urban,379.2,5,7,1,2
80654,2025-07-25,Northeast,DHL,Urban,430.7,5,6,1,1
80655,2025-05-26,West,USPS,Suburban,599.3,2,1,0,0
80656,2025-03-30,South,USPS,Suburban,172.4,2,1,0,0
80657,2025-01-22,Northeast,USPS,Suburban,783.4,2,3,1,1
80658,2025-10-27,West,DHL,Urban,625.8,3,3,0,0
80659,2025-02-13,West,DHL,Urban,133.3,1,2,1,1
80660,2025-02-06,Midwest,USPS,Urban,93.3,3,3,0,0
80661,2025-01-07,Midwest,DHL,Urban,748.3,5,5,0,0
80662,2025-10-07,South,UPS,Urban,549.6,3,3,0,0
80663,2025-06-18,Northeast,USPS,Suburban,35.7,3,3,0,0
80664,2025-03-11,West,FedEx,Urban,117.9,3,4,1,1
80665,2025-08-01,West,USPS,Urban,43.0,3,2,0,0
80666,2025-03-12,South,DHL,Urban,779.4,2,2,0,0
80667,2025-07-26,Midwest,FedEx,Suburban,400.8,2,4,1,2
80668,2025-03-13,West,FedEx,Suburban,372.4,1,1,0,0
80669,2025-11-12,West,USPS,Urban,764.8,2,3,1,1
80670,2025-06-29,Midwest,UPS,Suburban,406.2,2,2,0,0
80671,2025-07-27,Northeast,UPS,Suburban,416.6,2,2,0,0
80672,2025-06-26,Northeast,DHL,Urban,787.4,3,3,0,0
80673,2025-07-14,Midwest,FedEx,Rural,93.6,2,4,1,2
80674,2025-10-28,West,UPS,Urban,788.7,3,3,0,0
80675,2025-08-27,Midwest,DHL,Urban,136.7,3,2,0,0
80676,2025-06-03,Northeast,FedEx,Suburban,381.0,5,4,0,0
80677,2025-06-03,South,DHL,Urban,273.4,2,2,0,0
80678,2025-01-30,South,UPS,Urban,764.6,2,3,1,1
80679,2025-01-27,Northeast,DHL,Rural,391.0,3,3,0,0
80680,2025-08-28,Northeast,DHL,Suburban,23.3,3,3,0,0
80681,2025-08-31,Northeast,UPS,Urban,181.2,3,3,0,0
80682,2025-05-12,Midwest,UPS,Rural,347.5,5,6,1,1
80683,2025-06-28,South,DHL,Urban,542.7,2,2,0,0
80684,2025-12-05,Northeast,UPS,Urban,451.7,2,1,0,0
80685,2025-04-08,West,USPS,Urban,680.7,2,2,0,0
80686,2025-11-22,South,USPS,Suburban,663.6,5,5,0,0
80687,2025-08-25,Midwest,USPS,Urban,474.5,1,3,1,2
80688,2025-12-01,West,FedEx,Suburban,459.2,1,1,0,0
80689,2025-05-18,Midwest,USPS,Urban,226.1,2,1,0,0
80690,2025-04-28,Northeast,USPS,Suburban,766.5,3,4,1,1
80691,2025-04-16,Northeast,USPS,Urban,66.1,3,4,1,1
80692,2025-02-05,Northeast,UPS,Urban,320.6,2,1,0,0
80693,2025-02-15,West,UPS,Rural,530.4,2,5,1,3
80694,2025-04-14,Northeast,UPS,Urban,756.8,2,3,1,1
80695,2025-12-30,South,UPS,Suburban,403.7,3,4,1,1
80696,2025-12-26,Northeast,UPS,Urban,717.3,2,3,1,1
80697,2025-03-11,South,USPS,Suburban,88.3,2,3,1,1
80698,2025-07-26,West,USPS,Urban,427.6,3,3,0,0
80699,2025-08-09,Midwest,UPS,Suburban,256.3,5,6,1,1
80700,2025-03-30,Midwest,DHL,Suburban,637.6,2,2,0,0
80701,2025-01-03,South,UPS,Urban,358.8,2,4,1,2
80702,2025-10-25,West,USPS,Urban,382.8,2,1,0,0
80703,2025-08-19,South,USPS,Suburban,56.5,2,1,0,0
80704,2025-04-28,Northeast,UPS,Urban,353.2,3,4,1,1
80705,2025-11-07,Northeast,FedEx,Rural,69.3,2,3,1,1
80706,2025-04-24,Northeast,DHL,Urban,243.2,3,3,0,0
80707,2025-07-21,Midwest,UPS,Urban,105.9,3,4,1,1
80708,2025-01-30,South,USPS,Urban,270.9,2,1,0,0
80709,2025-12-30,West,DHL,Urban,185.8,3,2,0,0
80710,2025-09-04,South,FedEx,Urban,231.7,2,2,0,0
80711,2025-03-22,South,DHL,Urban,123.0,2,3,1,1
80712,2025-09-03,South,UPS,Urban,354.5,5,5,0,0
80713,2025-07-03,Northeast,USPS,Urban,400.6,3,1,0,0
80714,2025-09-30,Northeast,USPS,Urban,670.1,5,6,1,1
80715,2025-02-02,South,USPS,Urban,433.4,3,4,1,1
80716,2025-04-12,Northeast,DHL,Urban,186.9,2,1,0,0
80717,2025-10-04,Midwest,UPS,Urban,590.0,5,5,0,0
80718,2025-04-21,Northeast,UPS,Suburban,241.3,2,3,1,1
80719,2025-07-25,Midwest,DHL,Suburban,606.3,5,4,0,0
80720,2025-09-23,Midwest,DHL,Rural,312.8,5,6,1,1
80721,2025-08-03,South,FedEx,Urban,413.4,3,3,0,0
80722,2025-04-13,South,USPS,Urban,405.5,1,4,1,3
80723,2025-10-22,Northeast,DHL,Urban,764.7,5,4,0,0
80724,2025-03-19,West,USPS,Urban,127.2,3,1,0,0
80725,2025-06-24,South,FedEx,Rural,751.2,3,5,1,2
80726,2025-12-08,Midwest,UPS,Urban,451.8,3,3,0,0
80727,2025-02-21,Midwest,USPS,Suburban,795.0,2,1,0,0
80728,2025-10-24,Northeast,DHL,Urban,460.6,2,2,0,0
80729,2025-06-24,Midwest,DHL,Rural,526.8,3,6,1,3
80730,2025-12-09,South,FedEx,Suburban,600.9,1,1,0,0
80731,2025-07-18,Northeast,USPS,Urban,658.3,3,5,1,2
80732,2025-03-29,Northeast,UPS,Rural,384.7,2,2,0,0
80733,2025-06-20,West,UPS,Rural,544.5,2,4,1,2
80734,2025-02-06,Northeast,DHL,Urban,493.8,2,1,0,0
80735,2025-05-03,West,FedEx,Urban,328.6,1,3,1,2
80736,2025-07-20,South,DHL,Urban,657.5,3,5,1,2
80737,2025-03-05,Midwest,DHL,Suburban,158.0,3,2,0,0
80738,2025-07-07,South,DHL,Urban,137.9,2,3,1,1
80739,2025-08-03,Northeast,DHL,Rural,590.5,3,4,1,1
80740,2025-08-31,West,FedEx,Suburban,511.8,3,4,1,1
80741,2025-05-30,Midwest,DHL,Rural,257.5,3,3,0,0
80742,2025-05-04,Northeast,USPS,Suburban,509.9,2,2,0,0
80743,2025-07-17,South,DHL,Suburban,617.7,2,2,0,0
80744,2025-02-05,Northeast,DHL,Urban,177.5,2,4,1,2
80745,2025-10-29,West,UPS,Rural,467.2,1,2,1,1
80746,2025-10-05,South,UPS,Suburban,660.6,5,4,0,0
80747,2025-02-04,Northeast,FedEx,Suburban,331.9,5,6,1,1
80748,2025-04-23,West,FedEx,Urban,459.5,3,2,0,0
80749,2025-06-24,Northeast,USPS,Rural,67.4,2,1,0,0
80750,2025-02-02,West,DHL,Urban,665.2,2,2,0,0
80751,2025-08-01,Northeast,UPS,Rural,637.9,3,4,1,1
80752,2025-07-22,South,USPS,Urban,367.7,2,3,1,1
80753,2025-09-11,South,USPS,Suburban,99.8,5,5,0,0
80754,2025-02-25,South,FedEx,Rural,530.0,2,5,1,3
80755,2025-11-19,South,UPS,Suburban,460.5,2,4,1,2
80756,2025-01-13,South,DHL,Suburban,736.0,5,4,0,0
80757,2025-02-19,Midwest,FedEx,Urban,227.4,5,6,1,1
80758,2025-09-05,Northeast,USPS,Urban,30.7,5,8,1,3
80759,2025-08-21,South,USPS,Suburban,207.5,2,4,1,2
80760,2025-01-28,Midwest,UPS,Urban,345.2,3,5,1,2
80761,2025-04-14,Midwest,UPS,Urban,128.6,2,2,0,0
80762,2025-12-20,Northeast,DHL,Urban,783.9,2,1,0,0
80763,2025-04-06,West,UPS,Urban,181.8,2,1,0,0
80764,2025-12-09,Northeast,UPS,Suburban,543.9,5,6,1,1
80765,2025-12-10,Northeast,FedEx,Urban,366.0,1,2,1,1
80766,2025-07-12,West,FedEx,Suburban,446.3,3,3,0,0
80767,2025-05-05,West,DHL,Urban,746.5,3,4,1,1
80768,2025-03-22,South,FedEx,Urban,427.6,3,5,1,2
80769,2025-01-07,West,DHL,Urban,247.7,2,4,1,2
80770,2025-11-26,West,FedEx,Urban,180.5,1,2,1,1
80771,2025-03-24,Northeast,USPS,Urban,714.1,5,6,1,1
80772,2025-01-24,Northeast,FedEx,Urban,789.4,3,3,0,0
80773,2025-04-24,Northeast,DHL,Urban,205.2,3,3,0,0
80774,2025-01-15,West,FedEx,Urban,578.9,2,3,1,1
80775,2025-04-23,Midwest,UPS,Urban,407.1,1,1,0,0
80776,2025-12-08,South,USPS,Suburban,560.4,2,1,0,0
80777,2025-09-07,Northeast,FedEx,Suburban,771.6,1,2,1,1
80778,2025-05-25,Midwest,USPS,Urban,224.5,1,1,0,0
80779,2025-01-19,South,USPS,Urban,593.3,2,2,0,0
80780,2025-01-09,Northeast,USPS,Suburban,353.2,3,4,1,1
80781,2025-11-16,Midwest,USPS,Suburban,523.8,3,4,1,1
80782,2025-07-04,South,UPS,Suburban,328.3,3,5,1,2
80783,2025-02-07,Northeast,UPS,Urban,568.1,5,6,1,1
80784,2025-07-30,Northeast,DHL,Suburban,273.3,3,3,0,0
80785,2025-05-14,Midwest,DHL,Rural,393.2,1,3,1,2
80786,2025-04-12,West,DHL,Urban,568.5,2,4,1,2
80787,2025-05-29,West,DHL,Urban,39.0,1,1,0,0
80788,2025-04-03,Northeast,USPS,Urban,265.8,3,5,1,2
80789,2025-10-17,Midwest,USPS,Suburban,439.2,1,2,1,1
80790,2025-05-20,West,USPS,Urban,63.9,1,3,1,2
80791,2025-10-22,West,UPS,Urban,564.0,1,3,1,2
80792,2025-12-18,West,UPS,Suburban,651.6,5,5,0,0
80793,2025-09-19,Midwest,USPS,Urban,134.8,3,5,1,2
80794,2025-03-22,Midwest,USPS,Rural,588.1,2,3,1,1
80795,2025-02-01,South,USPS,Urban,518.7,2,3,1,1
80796,2025-07-07,West,USPS,Suburban,331.6,1,3,1,2
80797,2025-05-16,Midwest,UPS,Urban,136.2,2,2,0,0
80798,2025-06-15,South,FedEx,Suburban,764.1,2,3,1,1
80799,2025-05-27,Northeast,DHL,Rural,373.9,2,3,1,1
80800,2025-09-02,South,DHL,Urban,151.0,3,3,0,0
80801,2025-07-02,West,FedEx,Rural,575.9,2,4,1,2
80802,2025-01-09,Midwest,UPS,Suburban,488.3,5,7,1,2
80803,2025-06-05,West,UPS,Suburban,653.9,2,3,1,1
80804,2025-11-14,West,FedEx,Urban,796.9,5,4,0,0
80805,2025-06-25,Northeast,DHL,Suburban,40.7,3,3,0,0
80806,2025-04-24,Midwest,DHL,Urban,592.8,5,5,0,0
80807,2025-08-31,Midwest,FedEx,Rural,791.4,3,7,1,4
80808,2025-06-16,Northeast,FedEx,Suburban,432.9,3,2,0,0
80809,2025-08-11,Midwest,USPS,Suburban,574.0,2,1,0,0
80810,2025-07-10,South,FedEx,Rural,355.7,2,3,1,1
80811,2025-10-02,West,FedEx,Urban,288.6,2,3,1,1
80812,2025-10-16,Northeast,DHL,Rural,558.7,2,3,1,1
80813,2025-03-05,Northeast,USPS,Suburban,790.5,2,3,1,1
80814,2025-10-09,West,USPS,Urban,77.9,1,1,0,0
